store_id,product_id,sale_date,quantity,unit_price,discount,category,brand,cost_price,location,region,gross_amount,net_amount,profit
3,106,2025-10-31,4,2870.59,128.86,toys,BrandC,3434.36,Lake Tammychester,east,11482.36,11353.5,-2383.94
7,140,2025-09-12,2,1473.52,9.92,toys,BrandE,648.15,Lake David,south,2947.04,2937.12,1640.82
1,139,2025-10-27,8,1721.09,60.62,groceries,BrandB,2494.17,Thomasberg,south,13768.72,13708.1,-6245.26
3,133,2025-10-28,4,510.59,433.68,furniture,BrandD,1932.18,Lake Tammychester,east,2042.36,1608.68,-6120.04
6,125,2025-09-17,10,4550.58,481.56,electronics,BrandC,4862.25,South Donna,north,45505.8,45024.24,-3598.26
7,130,2025-08-20,4,4054.69,99.48,toys,BrandE,4224.18,Lake David,south,16218.76,16119.28,-777.44
4,138,2025-09-23,7,651.39,287.95,toys,BrandB,3034.83,Saraville,north,4559.73,4271.78,-16972.03
5,136,2025-11-08,4,2161.18,324.57,furniture,BrandB,4619.93,Lake David,north,8644.72,8320.15,-10159.57
3,148,2025-09-17,9,3317.48,87.27,electronics,BrandB,3686.35,Lake Tammychester,east,29857.32,29770.05,-3407.1
2,103,2025-09-15,6,5828.63,390.15,clothing,BrandD,4319.4,Brandonfurt,south,34971.78,34581.63,8665.23
7,129,2025-10-31,5,3599.9,177.55,groceries,BrandB,3163.97,Lake David,south,17999.5,17821.95,2002.1
1,137,2025-10-06,7,3388.57,336.6,electronics,BrandC,4600.62,Thomasberg,south,23719.99,23383.39,-8820.95
8,142,2025-08-31,8,5068.66,243.75,toys,BrandC,4928.07,North Kristopherborough,south,40549.28,40305.53,880.97
4,113,2025-09-16,9,4937.67,368.26,furniture,BrandE,4717.91,Saraville,north,44439.03,44070.77,1609.58
4,121,2025-08-20,6,2599,444.82,clothing,BrandC,874.97,Saraville,north,15594,15149.18,9899.36
8,139,2025-09-12,5,3282.76,190.54,groceries,BrandB,2494.17,North Kristopherborough,south,16413.8,16223.26,3752.41
6,131,2025-10-18,5,5221.33,143.26,groceries,BrandC,2587.55,South Donna,north,26106.65,25963.39,13025.64
5,133,2025-10-31,6,2927.72,315.86,furniture,BrandD,1932.18,Lake David,north,17566.32,17250.46,5657.38
4,110,2025-08-18,9,5307.68,72.42,toys,BrandA,2393.44,Saraville,north,47769.12,47696.7,26155.74
4,104,2025-09-01,8,2936.13,83.79,clothing,BrandC,848.92,Saraville,north,23489.04,23405.25,16613.89
1,129,2025-10-16,8,611.89,403.86,groceries,BrandB,3163.97,Thomasberg,south,4895.12,4491.26,-20820.5
4,107,2025-11-05,2,5431.25,168.69,electronics,BrandC,3022.4,Saraville,north,10862.5,10693.81,4649.01
7,122,2025-08-24,8,4328.69,315.64,clothing,BrandA,115.9,Lake David,south,34629.52,34313.88,33386.68
6,146,2025-10-19,6,3087.29,285.82,clothing,BrandD,2880.05,South Donna,north,18523.74,18237.92,957.62
5,106,2025-09-12,4,5417.66,424.45,toys,BrandC,3434.36,Lake David,north,21670.64,21246.19,7508.75
2,133,2025-10-03,6,4832.63,35.67,furniture,BrandD,1932.18,Brandonfurt,south,28995.78,28960.11,17367.03
5,142,2025-09-14,6,4113.58,81,toys,BrandC,4928.07,Lake David,north,24681.48,24600.48,-4967.94
6,112,2025-10-06,7,3778.6,114.11,clothing,BrandB,2810.81,South Donna,north,26450.2,26336.09,6660.42
9,103,2025-08-17,1,853.65,158.44,clothing,BrandD,4319.4,New Ericmouth,west,853.65,695.21,-3624.19
7,116,2025-08-23,10,4579.55,145.68,electronics,BrandD,4435.46,Lake David,south,45795.5,45649.82,1295.22
9,146,2025-09-30,4,1161.34,133.74,clothing,BrandD,2880.05,New Ericmouth,west,4645.36,4511.62,-7008.58
6,129,2025-10-25,3,5908.55,322.32,groceries,BrandB,3163.97,South Donna,north,17725.65,17403.33,7911.42
1,129,2025-10-15,1,5837.16,135.62,groceries,BrandB,3163.97,Thomasberg,south,5837.16,5701.54,2537.57
2,134,2025-09-12,5,4879.5,222.45,toys,BrandD,891.59,Brandonfurt,south,24397.5,24175.05,19717.1
5,134,2025-09-19,9,888.19,431.4,toys,BrandD,891.59,Lake David,north,7993.71,7562.31,-462
3,140,2025-10-05,10,2626.74,181.58,toys,BrandE,648.15,Lake Tammychester,east,26267.4,26085.82,19604.32
10,111,2025-09-19,10,5931.44,293.46,furniture,BrandE,1331.93,New Melanie,south,59314.4,59020.94,45701.64
5,124,2025-08-20,7,2697.05,482.76,electronics,BrandA,3626.44,Lake David,north,18879.35,18396.59,-6988.49
1,124,2025-10-24,5,5984.02,206.99,electronics,BrandA,3626.44,Thomasberg,south,29920.1,29713.11,11580.91
2,119,2025-08-23,3,3819.27,91.94,groceries,BrandE,1766.86,Brandonfurt,south,11457.81,11365.87,6065.29
10,125,2025-09-18,4,5029.53,11.55,electronics,BrandC,4862.25,New Melanie,south,20118.12,20106.57,657.57
7,127,2025-09-30,6,1658.64,363.89,electronics,BrandC,2587.64,Lake David,south,9951.84,9587.95,-5937.89
6,150,2025-09-26,4,5478.21,331.01,electronics,BrandE,4892.12,South Donna,north,21912.84,21581.83,2013.35
6,122,2025-09-15,7,5497.92,470.22,clothing,BrandA,115.9,South Donna,north,38485.44,38015.22,37203.92
7,144,2025-09-23,10,542.02,350.35,electronics,BrandD,1273.32,Lake David,south,5420.2,5069.85,-7663.35
10,139,2025-08-12,4,2420.38,40.03,groceries,BrandB,2494.17,New Melanie,south,9681.52,9641.49,-335.19
9,104,2025-10-05,8,2474.53,83.46,clothing,BrandC,848.92,New Ericmouth,west,19796.24,19712.78,12921.42
2,141,2025-09-29,9,2057.84,51.5,groceries,BrandE,1878.61,Brandonfurt,south,18520.56,18469.06,1561.57
7,142,2025-10-06,6,1765.77,31.9,toys,BrandC,4928.07,Lake David,south,10594.62,10562.72,-19005.7
10,122,2025-10-16,5,2830.22,439.35,clothing,BrandA,115.9,New Melanie,south,14151.1,13711.75,13132.25
4,105,2025-09-21,8,5259.78,274.22,toys,BrandB,883.91,Saraville,north,42078.24,41804.02,34732.74
5,122,2025-09-03,8,4751.32,13.18,clothing,BrandA,115.9,Lake David,north,38010.56,37997.38,37070.18
1,107,2025-09-23,8,3794.89,198.51,electronics,BrandC,3022.4,Thomasberg,south,30359.12,30160.61,5981.41
7,136,2025-09-20,3,3206.99,382.5,furniture,BrandB,4619.93,Lake David,south,9620.97,9238.47,-4621.32
1,144,2025-08-17,6,2604.62,41.63,electronics,BrandD,1273.32,Thomasberg,south,15627.72,15586.09,7946.17
9,125,2025-09-10,3,2574.49,131.23,electronics,BrandC,4862.25,New Ericmouth,west,7723.47,7592.24,-6994.51
9,119,2025-10-20,3,1016.97,77.64,groceries,BrandE,1766.86,New Ericmouth,west,3050.91,2973.27,-2327.31
4,117,2025-08-12,9,3589.41,327.42,clothing,BrandD,3779.3,Saraville,north,32304.69,31977.27,-2036.43
6,147,2025-10-26,8,4586.51,442.74,groceries,BrandC,485.91,South Donna,north,36692.08,36249.34,32362.06
7,143,2025-08-21,3,5646.95,154.69,clothing,BrandE,4053.2,Lake David,south,16940.85,16786.16,4626.56
2,139,2025-10-01,9,5560.83,123.7,groceries,BrandB,2494.17,Brandonfurt,south,50047.47,49923.77,27476.24
6,110,2025-11-06,1,3441.7,142.09,toys,BrandA,2393.44,South Donna,north,3441.7,3299.61,906.17
10,122,2025-09-27,9,740.79,313.24,clothing,BrandA,115.9,New Melanie,south,6667.11,6353.87,5310.77
6,106,2025-09-23,1,1823.64,65.64,toys,BrandC,3434.36,South Donna,north,1823.64,1758,-1676.36
2,138,2025-10-22,2,3283.46,419.26,toys,BrandB,3034.83,Brandonfurt,south,6566.92,6147.66,78
5,143,2025-10-23,1,2161.63,14.29,clothing,BrandE,4053.2,Lake David,north,2161.63,2147.34,-1905.86
9,110,2025-10-08,1,2553.71,331.77,toys,BrandA,2393.44,New Ericmouth,west,2553.71,2221.94,-171.5
5,123,2025-10-27,7,2390.8,430.18,groceries,BrandB,3638.25,Lake David,north,16735.6,16305.42,-9162.33
7,120,2025-09-23,3,2990.67,162.6,groceries,BrandB,1538.15,Lake David,south,8972.01,8809.41,4194.96
6,142,2025-10-22,4,3712.43,238.08,toys,BrandC,4928.07,South Donna,north,14849.72,14611.64,-5100.64
7,145,2025-10-31,2,369.17,487.49,electronics,BrandE,1280.27,Lake David,south,738.34,250.85,-2309.69
5,143,2025-10-09,3,1761.17,270.29,clothing,BrandE,4053.2,Lake David,north,5283.51,5013.22,-7146.38
9,126,2025-10-17,1,991.54,136.21,furniture,BrandD,3833.61,New Ericmouth,west,991.54,855.33,-2978.28
3,109,2025-11-04,4,3710.63,222.42,clothing,BrandC,3019.85,Lake Tammychester,east,14842.52,14620.1,2540.7
4,139,2025-10-18,9,4207.92,484.77,groceries,BrandB,2494.17,Saraville,north,37871.28,37386.51,14938.98
7,146,2025-10-20,8,376.88,348.81,clothing,BrandD,2880.05,Lake David,south,3015.04,2666.23,-20374.17
7,106,2025-09-04,6,5354.01,88.52,toys,BrandC,3434.36,Lake David,south,32124.06,32035.54,11429.38
3,120,2025-10-01,1,2089.24,298.79,groceries,BrandB,1538.15,Lake Tammychester,east,2089.24,1790.45,252.3
10,136,2025-08-12,10,1539.84,315.52,furniture,BrandB,4619.93,New Melanie,south,15398.4,15082.88,-31116.42
10,125,2025-10-23,10,4512.64,317.93,electronics,BrandC,4862.25,New Melanie,south,45126.4,44808.47,-3814.03
5,142,2025-11-08,8,5536.88,281.99,toys,BrandC,4928.07,Lake David,north,44295.04,44013.05,4588.49
7,122,2025-10-03,8,5397.63,261.73,clothing,BrandA,115.9,Lake David,south,43181.04,42919.31,41992.11
9,109,2025-09-16,1,268.36,319.76,clothing,BrandC,3019.85,New Ericmouth,west,268.36,-51.4,-3071.25
1,143,2025-09-06,1,4931.71,154.83,clothing,BrandE,4053.2,Thomasberg,south,4931.71,4776.88,723.68
5,145,2025-08-19,9,1922.87,173.58,electronics,BrandE,1280.27,Lake David,north,17305.83,17132.25,5609.82
5,148,2025-08-26,9,1790.03,269.83,electronics,BrandB,3686.35,Lake David,north,16110.27,15840.44,-17336.71
4,144,2025-09-04,7,3025.97,402.35,electronics,BrandD,1273.32,Saraville,north,21181.79,20779.44,11866.2
7,134,2025-09-27,1,4222.67,220.93,toys,BrandD,891.59,Lake David,south,4222.67,4001.74,3110.15
10,106,2025-10-19,1,724.57,182.89,toys,BrandC,3434.36,New Melanie,south,724.57,541.68,-2892.68
10,142,2025-08-26,9,5233.07,129.9,toys,BrandC,4928.07,New Melanie,south,47097.63,46967.73,2615.1
6,143,2025-09-04,5,936.16,151.79,clothing,BrandE,4053.2,South Donna,north,4680.8,4529.01,-15736.99
8,128,2025-09-18,9,5849.18,0.05,groceries,BrandA,621.41,North Kristopherborough,south,52642.62,52642.57,47049.88
8,133,2025-10-20,5,2742.2,407.69,furniture,BrandD,1932.18,North Kristopherborough,south,13711,13303.31,3642.41
8,124,2025-10-26,1,4981.07,423.97,electronics,BrandA,3626.44,North Kristopherborough,south,4981.07,4557.1,930.66
4,102,2025-11-06,9,1726.11,171.94,electronics,BrandC,3803.33,Saraville,north,15534.99,15363.05,-18866.92
9,124,2025-08-27,7,2588.12,234.6,electronics,BrandA,3626.44,New Ericmouth,west,18116.84,17882.24,-7502.84
8,120,2025-10-20,3,3926.5,4.16,groceries,BrandB,1538.15,North Kristopherborough,south,11779.5,11775.34,7160.89
3,112,2025-09-22,2,1249.42,461.04,clothing,BrandB,2810.81,Lake Tammychester,east,2498.84,2037.8,-3583.82
2,114,2025-09-06,2,1386.63,473.48,toys,BrandB,3433.39,Brandonfurt,south,2773.26,2299.78,-4567
5,122,2025-09-10,9,4970.22,238.53,clothing,BrandA,115.9,Lake David,north,44731.98,44493.45,43450.35
9,150,2025-10-18,3,4484.53,4.57,electronics,BrandE,4892.12,New Ericmouth,west,13453.59,13449.02,-1227.34
10,132,2025-10-12,4,4593.04,215.22,electronics,BrandB,1074.66,New Melanie,south,18372.16,18156.94,13858.3
6,113,2025-09-04,4,5223.06,146.46,furniture,BrandE,4717.91,South Donna,north,20892.24,20745.78,1874.14
2,115,2025-08-23,10,4952.95,115.61,groceries,BrandB,661.3,Brandonfurt,south,49529.5,49413.89,42800.89
4,109,2025-09-02,9,3164.33,3.61,clothing,BrandC,3019.85,Saraville,north,28478.97,28475.36,1296.71
5,110,2025-10-12,5,1079.99,186.82,toys,BrandA,2393.44,Lake David,north,5399.95,5213.13,-6754.07
4,105,2025-10-15,6,1970.07,205.87,toys,BrandB,883.91,Saraville,north,11820.42,11614.55,6311.09
4,119,2025-08-24,5,3114.75,280.28,groceries,BrandE,1766.86,Saraville,north,15573.75,15293.47,6459.17
3,107,2025-10-23,7,943.55,197.38,electronics,BrandC,3022.4,Lake Tammychester,east,6604.85,6407.47,-14749.33
1,133,2025-10-29,2,5130.08,81.63,furniture,BrandD,1932.18,Thomasberg,south,10260.16,10178.53,6314.17
1,150,2025-10-23,6,5294.1,368.56,electronics,BrandE,4892.12,Thomasberg,south,31764.6,31396.04,2043.32
4,135,2025-09-30,7,319.35,194.86,electronics,BrandD,4772.15,Saraville,north,2235.45,2040.59,-31364.46
8,148,2025-10-15,8,1277.67,189.18,electronics,BrandB,3686.35,North Kristopherborough,south,10221.36,10032.18,-19458.62
10,134,2025-10-12,10,5022.64,131.49,toys,BrandD,891.59,New Melanie,south,50226.4,50094.91,41179.01
2,103,2025-10-13,4,5046.31,211.12,clothing,BrandD,4319.4,Brandonfurt,south,20185.24,19974.12,2696.52
8,143,2025-09-18,4,1609.52,119.78,clothing,BrandE,4053.2,North Kristopherborough,south,6438.08,6318.3,-9894.5
7,122,2025-09-27,5,2820.22,382.27,clothing,BrandA,115.9,Lake David,south,14101.1,13718.83,13139.33
10,150,2025-09-02,2,5520.48,454.98,electronics,BrandE,4892.12,New Melanie,south,11040.96,10585.98,801.74
4,140,2025-08-14,1,4272.11,403.79,toys,BrandE,648.15,Saraville,north,4272.11,3868.32,3220.17
7,109,2025-11-05,2,1752.77,342.32,clothing,BrandC,3019.85,Lake David,south,3505.54,3163.22,-2876.48
8,139,2025-09-14,7,4967.51,142.34,groceries,BrandB,2494.17,North Kristopherborough,south,34772.57,34630.23,17171.04
7,125,2025-08-18,7,3104.99,371.46,electronics,BrandC,4862.25,Lake David,south,21734.93,21363.47,-12672.28
4,110,2025-08-29,7,3867.15,404.4,toys,BrandA,2393.44,Saraville,north,27070.05,26665.65,9911.57
3,111,2025-10-02,9,874.66,206.45,furniture,BrandE,1331.93,Lake Tammychester,east,7871.94,7665.49,-4321.88
1,112,2025-09-07,8,328.79,426.74,clothing,BrandB,2810.81,Thomasberg,south,2630.32,2203.58,-20282.9
2,145,2025-08-19,1,2328.93,91.2,electronics,BrandE,1280.27,Brandonfurt,south,2328.93,2237.73,957.46
7,150,2025-10-21,1,3625.16,144.8,electronics,BrandE,4892.12,Lake David,south,3625.16,3480.36,-1411.76
4,140,2025-08-12,3,1188.86,318.45,toys,BrandE,648.15,Saraville,north,3566.58,3248.13,1303.68
3,111,2025-10-14,2,5242.31,308.86,furniture,BrandE,1331.93,Lake Tammychester,east,10484.62,10175.76,7511.9
9,147,2025-10-08,8,3583.25,136.07,groceries,BrandC,485.91,New Ericmouth,west,28666,28529.93,24642.65
8,129,2025-10-23,7,2196.1,311.38,groceries,BrandB,3163.97,North Kristopherborough,south,15372.7,15061.32,-7086.47
1,103,2025-10-05,6,1106.55,93.89,clothing,BrandD,4319.4,Thomasberg,south,6639.3,6545.41,-19370.99
9,127,2025-09-04,10,5382.78,9.7,electronics,BrandC,2587.64,New Ericmouth,west,53827.8,53818.1,27941.7
4,124,2025-09-18,2,4531.42,24.82,electronics,BrandA,3626.44,Saraville,north,9062.84,9038.02,1785.14
2,144,2025-11-04,9,4179.78,267.49,electronics,BrandD,1273.32,Brandonfurt,south,37618.02,37350.53,25890.65
8,147,2025-09-29,1,1817.66,92.97,groceries,BrandC,485.91,North Kristopherborough,south,1817.66,1724.69,1238.78
3,116,2025-08-12,4,2411.41,51.14,electronics,BrandD,4435.46,Lake Tammychester,east,9645.64,9594.5,-8147.34
8,129,2025-09-04,4,1103.01,134.6,groceries,BrandB,3163.97,North Kristopherborough,south,4412.04,4277.44,-8378.44
9,140,2025-09-04,10,3497.71,357.6,toys,BrandE,648.15,New Ericmouth,west,34977.1,34619.5,28138
9,119,2025-10-17,8,5794.77,363.55,groceries,BrandE,1766.86,New Ericmouth,west,46358.16,45994.61,31859.73
10,149,2025-09-06,5,5164.1,116.41,clothing,BrandB,4098.51,New Melanie,south,25820.5,25704.09,5211.54
6,148,2025-08-17,1,3937.17,75.34,electronics,BrandB,3686.35,South Donna,north,3937.17,3861.83,175.48
8,129,2025-09-27,2,4114.52,246.79,groceries,BrandB,3163.97,North Kristopherborough,south,8229.04,7982.25,1654.31
10,115,2025-08-21,5,1724.14,170.96,groceries,BrandB,661.3,New Melanie,south,8620.7,8449.74,5143.24
9,135,2025-08-14,9,2545.62,155.79,electronics,BrandD,4772.15,New Ericmouth,west,22910.58,22754.79,-20194.56
7,116,2025-08-21,10,267.31,399.73,electronics,BrandD,4435.46,Lake David,south,2673.1,2273.37,-42081.23
9,120,2025-11-08,1,4714.78,498.98,groceries,BrandB,1538.15,New Ericmouth,west,4714.78,4215.8,2677.65
8,131,2025-09-25,3,4640.3,231.84,groceries,BrandC,2587.55,North Kristopherborough,south,13920.9,13689.06,5926.41
3,113,2025-11-02,6,202.05,395.71,furniture,BrandE,4717.91,Lake Tammychester,east,1212.3,816.59,-27490.87
8,124,2025-08-28,1,5482.37,165.12,electronics,BrandA,3626.44,North Kristopherborough,south,5482.37,5317.25,1690.81
8,144,2025-10-24,4,3937.12,421.77,electronics,BrandD,1273.32,North Kristopherborough,south,15748.48,15326.71,10233.43
5,137,2025-09-10,10,3666.68,475.82,electronics,BrandC,4600.62,Lake David,north,36666.8,36190.98,-9815.22
4,129,2025-08-31,3,199.51,28.02,groceries,BrandB,3163.97,Saraville,north,598.53,570.51,-8921.4
5,130,2025-09-02,7,1626.48,387.83,toys,BrandE,4224.18,Lake David,north,11385.36,10997.53,-18571.73
9,150,2025-09-04,2,4859.75,35.69,electronics,BrandE,4892.12,New Ericmouth,west,9719.5,9683.81,-100.43
8,119,2025-11-01,5,1936.94,235.07,groceries,BrandE,1766.86,North Kristopherborough,south,9684.7,9449.63,615.33
4,150,2025-09-15,3,5807.09,96.1,electronics,BrandE,4892.12,Saraville,north,17421.27,17325.17,2648.81
5,125,2025-10-08,10,3910.03,420.77,electronics,BrandC,4862.25,Lake David,north,39100.3,38679.53,-9942.97
8,133,2025-09-07,4,2629.27,408.63,furniture,BrandD,1932.18,North Kristopherborough,south,10517.08,10108.45,2379.73
2,134,2025-09-04,10,2352.38,414.13,toys,BrandD,891.59,Brandonfurt,south,23523.8,23109.67,14193.77
5,127,2025-10-10,7,2189.95,60.98,electronics,BrandC,2587.64,Lake David,north,15329.65,15268.67,-2844.81
4,111,2025-10-28,9,1624.19,384.07,furniture,BrandE,1331.93,Saraville,north,14617.71,14233.64,2246.27
5,113,2025-08-21,6,2880.18,124.48,furniture,BrandE,4717.91,Lake David,north,17281.08,17156.6,-11150.86
6,139,2025-09-24,7,4111.6,385.61,groceries,BrandB,2494.17,South Donna,north,28781.2,28395.59,10936.4
6,109,2025-10-01,3,4972.22,221.48,clothing,BrandC,3019.85,South Donna,north,14916.66,14695.18,5635.63
9,117,2025-09-29,2,2473.34,368.81,clothing,BrandD,3779.3,New Ericmouth,west,4946.68,4577.87,-2980.73
2,104,2025-09-27,9,748.53,16.76,clothing,BrandC,848.92,Brandonfurt,south,6736.77,6720.01,-920.27
3,142,2025-11-09,6,3142.36,230.42,toys,BrandC,4928.07,Lake Tammychester,east,18854.16,18623.74,-10944.68
3,131,2025-10-03,1,4024.78,385.5,groceries,BrandC,2587.55,Lake Tammychester,east,4024.78,3639.28,1051.73
4,124,2025-09-27,2,5083.21,260.57,electronics,BrandA,3626.44,Saraville,north,10166.42,9905.85,2652.97
7,136,2025-10-23,7,2339.24,491.06,furniture,BrandB,4619.93,Lake David,south,16374.68,15883.62,-16455.89
3,107,2025-09-24,4,3936.95,236.41,electronics,BrandC,3022.4,Lake Tammychester,east,15747.8,15511.39,3421.79
4,146,2025-11-02,2,3712.94,340.72,clothing,BrandD,2880.05,Saraville,north,7425.88,7085.16,1325.06
2,134,2025-09-22,6,1896.08,156.05,toys,BrandD,891.59,Brandonfurt,south,11376.48,11220.43,5870.89
7,108,2025-09-23,10,782.41,161.53,toys,BrandB,1985.36,Lake David,south,7824.1,7662.57,-12191.03
7,119,2025-10-07,10,523.45,314.58,groceries,BrandE,1766.86,Lake David,south,5234.5,4919.92,-12748.68
6,106,2025-09-22,10,5931.91,21.09,toys,BrandC,3434.36,South Donna,north,59319.1,59298.01,24954.41
9,149,2025-10-28,7,3897.48,468.71,clothing,BrandB,4098.51,New Ericmouth,west,27282.36,26813.65,-1875.92
8,111,2025-11-02,6,5189.73,260.46,furniture,BrandE,1331.93,North Kristopherborough,south,31138.38,30877.92,22886.34
7,118,2025-11-06,1,1677.71,126.66,furniture,BrandC,3866.13,Lake David,south,1677.71,1551.05,-2315.08
1,129,2025-08-24,5,4309.9,319.26,groceries,BrandB,3163.97,Thomasberg,south,21549.5,21230.24,5410.39
4,133,2025-10-28,8,5370.39,99.36,furniture,BrandD,1932.18,Saraville,north,42963.12,42863.76,27406.32
7,110,2025-09-16,8,1897.93,443.76,toys,BrandA,2393.44,Lake David,south,15183.44,14739.68,-4407.84
7,128,2025-11-07,4,1027.09,431.83,groceries,BrandA,621.41,Lake David,south,4108.36,3676.53,1190.89
10,106,2025-08-16,6,4628.03,108.89,toys,BrandC,3434.36,New Melanie,south,27768.18,27659.29,7053.13
1,115,2025-09-04,9,5413.17,56.46,groceries,BrandB,661.3,Thomasberg,south,48718.53,48662.07,42710.37
10,129,2025-08-15,7,4861.76,316.45,groceries,BrandB,3163.97,New Melanie,south,34032.32,33715.87,11568.08
7,123,2025-09-27,7,4843.83,162.26,groceries,BrandB,3638.25,Lake David,south,33906.81,33744.55,8276.8
8,102,2025-11-05,3,3660.19,83.68,electronics,BrandC,3803.33,North Kristopherborough,south,10980.57,10896.89,-513.1
1,127,2025-08-14,10,4014.1,138.05,electronics,BrandC,2587.64,Thomasberg,south,40141,40002.95,14126.55
6,104,2025-10-02,7,4132.42,59.82,clothing,BrandC,848.92,South Donna,north,28926.94,28867.12,22924.68
5,126,2025-10-27,2,4369.51,394.57,furniture,BrandD,3833.61,Lake David,north,8739.02,8344.45,677.23
7,133,2025-08-17,10,3984.09,4.46,furniture,BrandD,1932.18,Lake David,south,39840.9,39836.44,20514.64
7,124,2025-08-13,5,5985.19,21,electronics,BrandA,3626.44,Lake David,south,29925.95,29904.95,11772.75
9,116,2025-09-23,4,1667.64,391.74,electronics,BrandD,4435.46,New Ericmouth,west,6670.56,6278.82,-11463.02
9,125,2025-10-14,2,2598.61,237.64,electronics,BrandC,4862.25,New Ericmouth,west,5197.22,4959.58,-4764.92
10,106,2025-10-05,2,2421.41,298.11,toys,BrandC,3434.36,New Melanie,south,4842.82,4544.71,-2324.01
4,124,2025-09-21,5,356.62,185.7,electronics,BrandA,3626.44,Saraville,north,1783.1,1597.4,-16534.8
8,115,2025-10-11,3,4292.2,44.74,groceries,BrandB,661.3,North Kristopherborough,south,12876.6,12831.86,10847.96
4,102,2025-10-16,7,3496.45,78.85,electronics,BrandC,3803.33,Saraville,north,24475.15,24396.3,-2227.01
5,121,2025-11-08,3,1261,45.7,clothing,BrandC,874.97,Lake David,north,3783,3737.3,1112.39
7,107,2025-11-07,7,4400.32,309.32,electronics,BrandC,3022.4,Lake David,south,30802.24,30492.92,9336.12
8,146,2025-08-24,6,1450.82,465.42,clothing,BrandD,2880.05,North Kristopherborough,south,8704.92,8239.5,-9040.8
1,142,2025-10-31,6,3277.62,498.49,toys,BrandC,4928.07,Thomasberg,south,19665.72,19167.23,-10401.19
7,122,2025-10-26,2,4741.65,312.57,clothing,BrandA,115.9,Lake David,south,9483.3,9170.73,8938.93
6,110,2025-10-08,2,5453.18,29.89,toys,BrandA,2393.44,South Donna,north,10906.36,10876.47,6089.59
7,109,2025-10-22,1,4080.43,322.29,clothing,BrandC,3019.85,Lake David,south,4080.43,3758.14,738.29
3,103,2025-08-30,5,3117.79,350.66,clothing,BrandD,4319.4,Lake Tammychester,east,15588.95,15238.29,-6358.71
8,119,2025-10-07,8,5095.7,395.73,groceries,BrandE,1766.86,North Kristopherborough,south,40765.6,40369.87,26234.99
3,131,2025-08-13,6,5067.74,62.91,groceries,BrandC,2587.55,Lake Tammychester,east,30406.44,30343.53,14818.23
10,145,2025-11-09,5,5277.49,116.34,electronics,BrandE,1280.27,New Melanie,south,26387.45,26271.11,19869.76
9,109,2025-10-10,2,1209.64,490.84,clothing,BrandC,3019.85,New Ericmouth,west,2419.28,1928.44,-4111.26
1,149,2025-09-07,3,720.98,394.28,clothing,BrandB,4098.51,Thomasberg,south,2162.94,1768.66,-10526.87
7,146,2025-09-17,2,898.47,378.35,clothing,BrandD,2880.05,Lake David,south,1796.94,1418.59,-4341.51
10,131,2025-10-24,3,1663.11,402.76,groceries,BrandC,2587.55,New Melanie,south,4989.33,4586.57,-3176.08
10,129,2025-11-07,7,4878.81,219.36,groceries,BrandB,3163.97,New Melanie,south,34151.67,33932.31,11784.52
1,140,2025-10-31,8,4613.07,96.48,toys,BrandE,648.15,Thomasberg,south,36904.56,36808.08,31622.88
2,101,2025-09-10,9,1220.95,344.62,electronics,BrandD,2518.23,Brandonfurt,south,10988.55,10643.93,-12020.14
7,106,2025-09-20,9,4126.32,179.08,toys,BrandC,3434.36,Lake David,south,37136.88,36957.8,6048.56
3,102,2025-08-24,9,2113.45,67.37,electronics,BrandC,3803.33,Lake Tammychester,east,19021.05,18953.68,-15276.29
8,117,2025-08-14,7,672.4,449.33,clothing,BrandD,3779.3,North Kristopherborough,south,4706.8,4257.47,-22197.63
3,114,2025-09-29,2,2228.41,242.65,toys,BrandB,3433.39,Lake Tammychester,east,4456.82,4214.17,-2652.61
1,110,2025-09-17,1,4503.63,218.75,toys,BrandA,2393.44,Thomasberg,south,4503.63,4284.88,1891.44
5,136,2025-10-02,2,1946.45,147.36,furniture,BrandB,4619.93,Lake David,north,3892.9,3745.54,-5494.32
7,147,2025-09-08,6,4760.33,348.52,groceries,BrandC,485.91,Lake David,south,28561.98,28213.46,25298
6,139,2025-09-14,9,2088.21,94.89,groceries,BrandB,2494.17,South Donna,north,18793.89,18699,-3748.53
4,134,2025-10-06,2,1674.27,93.31,toys,BrandD,891.59,Saraville,north,3348.54,3255.23,1472.05
8,128,2025-10-13,10,1870.2,173.83,groceries,BrandA,621.41,North Kristopherborough,south,18702,18528.17,12314.07
6,108,2025-08-27,10,5129.6,366.2,toys,BrandB,1985.36,South Donna,north,51296,50929.8,31076.2
6,150,2025-09-03,6,2902.64,137.66,electronics,BrandE,4892.12,South Donna,north,17415.84,17278.18,-12074.54
7,119,2025-09-10,7,5218.4,415.67,groceries,BrandE,1766.86,Lake David,south,36528.8,36113.13,23745.11
5,116,2025-08-16,1,3563.91,457.24,electronics,BrandD,4435.46,Lake David,north,3563.91,3106.67,-1328.79
7,120,2025-10-13,5,5674.16,277.26,groceries,BrandB,1538.15,Lake David,south,28370.8,28093.54,20402.79
5,108,2025-09-20,7,566.61,34.44,toys,BrandB,1985.36,Lake David,north,3966.27,3931.83,-9965.69
2,104,2025-08-31,7,5353.14,77.51,clothing,BrandC,848.92,Brandonfurt,south,37471.98,37394.47,31452.03
